"family.id" "actor.id" "partner.id" "dep1" "dep2"
15 "y" "c" 5 5
15 "y" "f" 3.66666666666667 4
15 "y" "m" 5 5
16 "c" "f" 5 5
16 "c" "m" 3.66666666666667 5
16 "c" "y" 3.66666666666667 3.66666666666667
16 "f" "c" 4.66666666666667 3.66666666666667
16 "f" "m" 5 4.66666666666667
16 "f" "y" 4.33333333333333 4.66666666666667
16 "m" "c" 4.66666666666667 4.33333333333333
16 "m" "f" 4.33333333333333 4.66666666666667
16 "m" "y" 4 4
16 "y" "c" 3.66666666666667 3.66666666666667
16 "y" "f" 5 4.33333333333333
16 "y" "m" 5 4.33333333333333
17 "c" "f" 4.66666666666667 4.66666666666667
17 "c" "m" 4.66666666666667 5
17 "c" "y" 2.33333333333333 3
17 "f" "c" 5 4.66666666666667
17 "f" "m" 4.66666666666667 4.66666666666667
17 "f" "y" 5 5
17 "m" "c" 4 4
17 "m" "f" 3 2
17 "m" "y" 4.66666666666667 4.33333333333333
17 "y" "c" 4.33333333333333 4.66666666666667
17 "y" "f" 4 5
17 "y" "m" 3.33333333333333 4.66666666666667
18 "c" "f" 4.33333333333333 3.66666666666667
18 "c" "m" 5 4.66666666666667
18 "c" "y" 3 2.66666666666667
18 "f" "c" 3.66666666666667 4
18 "f" "m" 4.66666666666667 3.66666666666667
18 "f" "y" 4 3.66666666666667
18 "m" "c" 4.33333333333333 3.66666666666667
18 "m" "f" 4.33333333333333 4.66666666666667
18 "m" "y" 4 4
18 "y" "c" 3.66666666666667 3.66666666666667
18 "y" "f" 3.66666666666667 3.66666666666667
18 "y" "m" 3.33333333333333 3.33333333333333
19 "c" "f" 5 4.33333333333333
19 "c" "m" 5 5
19 "c" "y" 4 4
19 "f" "c" 4.33333333333333 4.33333333333333
19 "f" "m" 4 4
19 "f" "y" 3 2.33333333333333
19 "m" "c" 5 5
19 "m" "f" 4.33333333333333 3.66666666666667
19 "m" "y" 3 3.66666666666667
19 "y" "c" 4 4.33333333333333
19 "y" "f" 5 5
19 "y" "m" 4.33333333333333 4.66666666666667
20 "c" "f" 5 5
20 "c" "m" 4.33333333333333 3
20 "c" "y" 3 2
20 "f" "c" 3.66666666666667 5
20 "f" "m" 3.33333333333333 1.66666666666667
20 "f" "y" 3.66666666666667 5
20 "m" "c" 5 4.65217391304348
20 "m" "f" 4.66666666666667 3.33333333333333
20 "m" "y" 5 5
20 "y" "c" 4 5
20 "y" "f" 4.33333333333333 5
20 "y" "m" 4.66666666666667 4.66666666666667
21 "c" "f" 4 4
21 "c" "m" 4 4
21 "c" "y" 2.66666666666667 3.66666666666667
21 "f" "c" 3 3.33333333333333
21 "f" "m" 4.33333333333333 4
21 "f" "y" 3 3.33333333333333
21 "m" "c" 2.66666666666667 3.33333333333333
21 "m" "f" 4.66666666666667 5
21 "m" "y" 2.66666666666667 3.66666666666667
21 "y" "c" 3.33333333333333 3
21 "y" "f" 5 4.33333333333333
21 "y" "m" 4.33333333333333 3.66666666666667
22 "c" "f" 4.33333333333333 5
22 "c" "m" 5 5
22 "c" "y" 5 4.66666666666667
22 "f" "c" 2.66666666666667 3.66666666666667
22 "f" "m" 5 5
22 "f" "y" 3.66666666666667 4
22 "m" "c" 4.33333333333333 2
22 "m" "f" 5 5
22 "m" "y" 4.33333333333333 4.33333333333333
22 "y" "c" 2.66666666666667 4
22 "y" "f" 4 3.66666666666667
22 "y" "m" 3.66666666666667 3.33333333333333
23 "c" "f" 5 5
23 "c" "m" 3.66666666666667 3.66666666666667
23 "c" "y" 4.33333333333333 4
23 "f" "c" 3.66666666666667 5
23 "f" "m" 4.33333333333333 4.66666666666667
23 "f" "y" 4 4.66666666666667
23 "m" "c" 5 5
23 "m" "f" 5 5
23 "m" "y" 4.33333333333333 4.66666666666667
23 "y" "c" 3.33333333333333 3.66666666666667
23 "y" "f" 3.33333333333333 3.66666666666667
23 "y" "m" 4 4.33333333333333
24 "c" "f" 5 3.66666666666667
24 "c" "m" 4.66666666666667 4
24 "c" "y" 3.66666666666667 3.66666666666667
24 "f" "c" 4.33333333333333 4.33333333333333
24 "f" "m" 4.33333333333333 4.33333333333333
24 "f" "y" 4.33333333333333 4
24 "m" "c" 5 4.66666666666667
24 "m" "f" 5 5
24 "m" "y" 5 5
24 "y" "c" 3.66666666666667 2.66666666666667
24 "y" "f" 5 4.66666666666667
24 "y" "m" 5 5
25 "c" "f" 4.66666666666667 4.33333333333333
25 "c" "m" 4.66666666666667 4.33333333333333
25 "c" "y" 4.66666666666667 4.33333333333333
25 "f" "c" 4.66666666666667 3.66666666666667
25 "f" "m" 5 5
25 "f" "y" 4.66666666666667 3.66666666666667
25 "m" "c" 4.33333333333333 4.66666666666667
25 "m" "f" 5 5
25 "m" "y" 4.66666666666667 4.66666666666667
25 "y" "c" 3.33333333333333 4.66666666666667
25 "y" "f" 3.33333333333333 4.66666666666667
25 "y" "m" 5 4.66666666666667
26 "c" "f" 3.66666666666667 3
26 "c" "m" 4.33333333333333 4.66666666666667
26 "c" "y" 4 4
26 "f" "c" 3.66666666666667 3.66666666666667
26 "f" "m" 2.66666666666667 3
26 "f" "y" 4 3.66666666666667
26 "m" "c" 3.33333333333333 3.33333333333333
26 "m" "f" 4 3.66666666666667
26 "m" "y" 4.33333333333333 3.66666666666667
26 "y" "c" 4.66666666666667 4
26 "y" "f" 3 4.66666666666667
26 "y" "m" 5 5
27 "c" "f" 4.33333333333333 5
27 "c" "m" 5 3.66666666666667
27 "c" "y" 5 4.66666666666667
27 "f" "c" 3.33333333333333 5
27 "f" "m" 5 5
27 "f" "y" 5 5
27 "m" "c" 5 5
27 "m" "f" 4 3.66666666666667
27 "m" "y" 4 4.66666666666667
27 "y" "c" 4.33333333333333 4
27 "y" "f" 4.33333333333333 3.33333333333333
27 "y" "m" 4.33333333333333 3.66666666666667
28 "c" "f" 4.66666666666667 4.66666666666667
28 "c" "m" 5 5
28 "c" "y" 2.66666666666667 2.66666666666667
28 "f" "c" 5 4.66666666666667
28 "f" "m" 5 4.33333333333333
28 "f" "y" 3.66666666666667 3.33333333333333
28 "m" "c" 3.33333333333333 3
28 "m" "f" 4.33333333333333 5
28 "m" "y" 3 3
28 "y" "c" 3.33333333333333 3.33333333333333
28 "y" "f" 3 2
28 "y" "m" 2.33333333333333 2.33333333333333
29 "c" "f" 4.66666666666667 4.66666666666667
29 "c" "m" 4.33333333333333 4.33333333333333
29 "c" "y" 2.33333333333333 3.66666666666667
29 "f" "c" 4.33333333333333 4
29 "f" "m" 5 3
29 "f" "y" 2 2.33333333333333
29 "m" "c" 3 2.33333333333333
29 "m" "f" 5 5
29 "m" "y" 4 3
29 "y" "c" 4.33333333333333 3.66666666666667
29 "y" "f" 4.66666666666667 4.66666666666667
29 "y" "m" 4.66666666666667 4.66666666666667
30 "c" "f" 4 4
30 "c" "m" 4.66666666666667 4.33333333333333
30 "c" "y" 5 5
30 "f" "c" 3.66666666666667 3
30 "f" "m" 4 3.66666666666667
30 "f" "y" 5 5
30 "m" "c" 3.66666666666667 3.66666666666667
30 "m" "f" 4 3.66666666666667
30 "m" "y" 4.33333333333333 3.66666666666667
30 "y" "c" 5 5
30 "y" "f" 4.33333333333333 3.66666666666667
30 "y" "m" 5 5
31 "c" "f" 4 4
31 "c" "m" 4.66666666666667 5
31 "c" "y" 3 3
31 "f" "c" 4.66666666666667 3.33333333333333
31 "f" "m" 5 5
31 "f" "y" 4 3.66666666666667
31 "m" "c" 5 4.66666666666667
31 "m" "f" 4.33333333333333 4
31 "m" "y" 3.33333333333333 3
31 "y" "c" 4 3.33333333333333
31 "y" "f" 3.33333333333333 2
31 "y" "m" 4 4.33333333333333
32 "c" "f" 3.66666666666667 3.66666666666667
32 "c" "m" 3 3.66666666666667
32 "c" "y" 2.66666666666667 2.66666666666667
32 "f" "c" 2.33333333333333 2.66666666666667
32 "f" "m" 4.66666666666667 4.66666666666667
32 "f" "y" 4.33333333333333 4
32 "m" "c" 2.66666666666667 2.66666666666667
32 "m" "f" 4.33333333333333 4
32 "m" "y" 5 5
32 "y" "c" 3 2.66666666666667
32 "y" "f" 5 4.66666666666667
32 "y" "m" 5 4.66666666666667
33 "c" "f" 5 4.66666666666667
33 "c" "m" 5 4.33333333333333
33 "c" "y" 4.33333333333333 4.33333333333333
33 "f" "c" 4 4
33 "f" "m" 2.66666666666667 3
33 "f" "y" 3 2.33333333333333
33 "m" "c" 4 4
33 "m" "f" 3.66666666666667 4
33 "m" "y" 4 4
33 "y" "c" 5 4.66666666666667
33 "y" "f" 4.33333333333333 4
33 "y" "m" 5 5
34 "c" "f" 4 4
34 "c" "m" 4 4
34 "c" "y" 4 4
34 "f" "c" 4.66666666666667 5
34 "f" "m" 5 5
34 "f" "y" 4 4
34 "m" "c" 3.66666666666667 5
34 "m" "f" 5 5
34 "m" "y" 4.49356223175966 3.66666666666667
34 "y" "c" 4.33333333333333 4
34 "y" "f" 2.66666666666667 2.66666666666667
34 "y" "m" 3 3.33333333333333
35 "c" "f" 4.33333333333333 3.66666666666667
35 "c" "m" 4 3.33333333333333
35 "c" "y" 4 3.33333333333333
35 "f" "c" 4.33333333333333 4.33333333333333
35 "f" "m" 4 4.66666666666667
35 "f" "y" 4.66666666666667 4.33333333333333
35 "m" "c" 4.66666666666667 4.33333333333333
35 "m" "f" 4 4
35 "m" "y" 4.33333333333333 4
35 "y" "c" 4.33333333333333 5
35 "y" "f" 4 4
35 "y" "m" 4.66666666666667 4.66666666666667
36 "c" "f" 5 5
36 "c" "m" 5 5
36 "c" "y" 4.33333333333333 4
36 "f" "c" 5 5
36 "f" "m" 5 5
36 "f" "y" 4.66666666666667 5
36 "m" "c" 4.33333333333333 5
36 "m" "f" 5 5
36 "m" "y" 4.66666666666667 4.33333333333333
36 "y" "c" 2 2.66666666666667
36 "y" "f" 4 4.33333333333333
36 "y" "m" 1.66666666666667 4
37 "c" "f" 4 3.66666666666667
37 "c" "m" 4.66666666666667 4.33333333333333
37 "c" "y" 4.33333333333333 3.66666666666667
37 "f" "c" 3 3
37 "f" "m" 3 3.66666666666667
37 "f" "y" 3 2.66666666666667
37 "m" "c" 4.66666666666667 4.66666666666667
37 "m" "f" 4 3.66666666666667
37 "m" "y" 5 5
37 "y" "c" 4.66666666666667 5
37 "y" "f" 3 3
37 "y" "m" 4.33333333333333 3.33333333333333
38 "c" "f" 5 5
38 "c" "m" 5 4.66666666666667
38 "c" "y" 5 5
38 "f" "c" 4.66666666666667 4.66666666666667
38 "f" "m" 5 5
38 "f" "y" 4.66666666666667 4.33333333333333
38 "m" "c" 5 5
38 "m" "f" 5 5
38 "m" "y" 3.66666666666667 5
38 "y" "c" 4.66666666666667 5
38 "y" "f" 5 5
38 "y" "m" 5 5
39 "c" "f" 5 5
39 "c" "m" 5 5
39 "c" "y" 3.33333333333333 4.66666666666667
39 "f" "c" 5 5
39 "f" "m" 5 5
39 "f" "y" 5 5
39 "m" "c" 3.66666666666667 3
39 "m" "f" 3 3
39 "m" "y" 2.66666666666667 2.33333333333333
39 "y" "c" 3 4
39 "y" "f" 3.66666666666667 3.33333333333333
39 "y" "m" 3 2.33333333333333
40 "c" "f" 4.33333333333333 4.66666666666667
40 "c" "m" 4.33333333333333 4.66666666666667
40 "c" "y" 2.66666666666667 3.66666666666667
40 "f" "c" 5 5
40 "f" "m" 2.33333333333333 3.66666666666667
40 "f" "y" 2.33333333333333 3.33333333333333
40 "m" "c" 4 5
40 "m" "f" 2.66666666666667 3.33333333333333
40 "m" "y" 3.33333333333333 4
40 "y" "c" 5 5
40 "y" "f" 3.66666666666667 4
40 "y" "m" 4 3.66666666666667
41 "c" "f" 3.33333333333333 4
41 "c" "m" 4 4
41 "c" "y" 4 4
41 "f" "c" 4.33333333333333 4
41 "f" "m" 4.66666666666667 5
41 "f" "y" 4.33333333333333 4
41 "m" "c" 3.66666666666667 4.33333333333333
41 "m" "f" 5 5
41 "m" "y" 3.66666666666667 4.66666666666667
41 "y" "c" 3 3.66666666666667
41 "y" "f" 3.33333333333333 3.66666666666667
41 "y" "m" 4 3.66666666666667
42 "c" "f" 3.66666666666667 4.33333333333333
42 "c" "m" 3.66666666666667 4.33333333333333
42 "c" "y" 3.33333333333333 2.66666666666667
42 "f" "c" 4 5
42 "f" "m" 3.33333333333333 4.66666666666667
42 "f" "y" 3.66666666666667 4.33333333333333
42 "m" "c" 3.66666666666667 4.33333333333333
42 "m" "f" 4 2.66666666666667
42 "m" "y" 3 3
42 "y" "c" 2 2.33333333333333
42 "y" "f" 2 2
42 "y" "m" 5 5
43 "c" "f" 3 1.33333333333333
43 "c" "m" 2.33333333333333 3
43 "c" "y" 2 3
43 "f" "c" 2.66666666666667 3.33333333333333
43 "f" "m" 5 5
43 "f" "y" 3.33333333333333 2.66666666666667
43 "m" "c" 2.33333333333333 3
43 "m" "f" 5 3.66666666666667
43 "m" "y" 4 4
43 "y" "c" 2.66666666666667 2.66666666666667
43 "y" "f" 3.66666666666667 4
43 "y" "m" 3 4.66666666666667
44 "c" "f" 4.33333333333333 3.66666666666667
44 "c" "m" 5 5
44 "c" "y" 3.66666666666667 4.33333333333333
44 "f" "c" 4.66666666666667 3.66666666666667
44 "f" "m" 5 5
44 "f" "y" 4.33333333333333 4.66666666666667
44 "m" "c" 4 4
44 "m" "f" 3 4.33333333333333
44 "m" "y" 4 4.33333333333333
44 "y" "c" 2.66666666666667 2.66666666666667
44 "y" "f" 2.66666666666667 3.33333333333333
44 "y" "m" 4.33333333333333 4.33333333333333
45 "c" "f" 4.66666666666667 5
45 "c" "m" 4.73508005822416 4.66666666666667
45 "c" "y" 2.66666666666667 2
45 "f" "c" 4 5
45 "f" "m" 4.33333333333333 4
45 "f" "y" 2.66666666666667 2.66666666666667
45 "m" "c" 5 5
45 "m" "f" 5 5
45 "m" "y" 3.33333333333333 4.33333333333333
45 "y" "c" 2.33333333333333 3
45 "y" "f" 3.33333333333333 3.33333333333333
45 "y" "m" 2.66666666666667 3
46 "c" "f" 1 3
46 "c" "m" 4 4.33333333333333
46 "c" "y" 3.78115942028986 4
46 "f" "c" 4 5
46 "f" "m" 4.33333333333333 3
46 "f" "y" 4.66666666666667 5
46 "m" "c" 3.33333333333333 4.33333333333333
46 "m" "f" 1 1
46 "m" "y" 4.33333333333333 4.33333333333333
46 "y" "c" 3.33333333333333 3.66666666666667
46 "y" "f" 2.33333333333333 3
46 "y" "m" 4.6996996996997 3.66666666666667
47 "c" "f" 5 5
47 "c" "m" 3.66666666666667 5
47 "c" "y" 5 4.66666666666667
47 "f" "c" 3.33333333333333 4.66666666666667
47 "f" "m" 4.66666666666667 5
47 "f" "y" 3.33333333333333 4.33333333333333
47 "m" "c" 4 4.33333333333333
47 "m" "f" 5 5
47 "m" "y" 4.33333333333333 4.33333333333333
47 "y" "c" 4 3.51801801801802
47 "y" "f" 3 4
47 "y" "m" 5 5
48 "c" "f" 3.33333333333333 3.33333333333333
48 "c" "m" 3.33333333333333 3
48 "c" "y" 3.33333333333333 2.66666666666667
48 "f" "c" 4 5
48 "f" "m" 5 5
48 "f" "y" 4.33333333333333 5
48 "m" "c" 3.66666666666667 3
48 "m" "f" 5 5
48 "m" "y" 4 4
48 "y" "c" 3 3
48 "y" "f" 4.66666666666667 4.33333333333333
48 "y" "m" 4.33333333333333 5
49 "c" "f" 5 5
49 "c" "m" 4.66666666666667 5
49 "c" "y" 3.66666666666667 4
49 "f" "c" 5 5
49 "f" "m" 5 5
49 "f" "y" 5 5
49 "m" "c" 3.66666666666667 3
49 "m" "f" 4.66666666666667 4.33333333333333
49 "m" "y" 4 4
49 "y" "c" 5 4.29596412556054
49 "y" "f" 4.66666666666667 4.66666666666667
49 "y" "m" 4.33333333333333 5
50 "c" "f" 5 5
50 "c" "m" 5 5
50 "c" "y" 2.66666666666667 2.66666666666667
50 "f" "c" 3.33333333333333 4.33333333333333
50 "f" "m" 4 4
50 "f" "y" 2.66666666666667 2.66666666666667
50 "m" "c" 5 5
50 "m" "f" 5 5
50 "m" "y" 3 3
50 "y" "c" 2.66666666666667 2.33333333333333
50 "y" "f" 3.33333333333333 2
50 "y" "m" 4 2.66666666666667
51 "c" "f" 4.66666666666667 4.33333333333333
51 "c" "m" 4.66666666666667 4.66666666666667
51 "c" "y" 4 4
51 "f" "c" 4.33333333333333 3
51 "f" "m" 5 5
51 "f" "y" 5 3
51 "m" "c" 3.66666666666667 4.33333333333333
51 "m" "f" 4.33333333333333 4.33333333333333
51 "m" "y" 3.66666666666667 3.66666666666667
51 "y" "c" 1 1
51 "y" "f" 2.33333333333333 2.33333333333333
51 "y" "m" 4.66666666666667 4
52 "c" "f" 5 5
52 "c" "m" 5 5
52 "c" "y" 3.33333333333333 4.33333333333333
52 "f" "c" 5 5
52 "f" "m" 5 5
52 "f" "y" 5 5
52 "m" "c" 4 4
52 "m" "f" 5 4.33333333333333
52 "m" "y" 2.33333333333333 3
52 "y" "c" 4.66666666666667 5
52 "y" "f" 4.66666666666667 5
52 "y" "m" 4.66666666666667 4.33333333333333
53 "c" "f" 4 4
53 "c" "m" 4 4.33333333333333
53 "c" "y" 3.66666666666667 2.66666666666667
53 "f" "c" 4.33333333333333 4
53 "f" "m" 4.44444444444444 4
53 "f" "y" 4.33333333333333 3.66666666666667
53 "m" "c" 5 5
53 "m" "f" 5 5
53 "m" "y" 4.66666666666667 5
53 "y" "c" 4 4.33333333333333
53 "y" "f" 4.33333333333333 4.33333333333333
53 "y" "m" 4 5
54 "c" "f" 3 2.66666666666667
54 "c" "m" 4.33333333333333 4
54 "c" "y" 4 4
54 "f" "c" 4 4
54 "f" "m" 3.66666666666667 4.07174887892377
54 "f" "y" 3.66666666666667 3.33333333333333
54 "m" "c" 3.66666666666667 4.33333333333333
54 "m" "f" 3.33333333333333 3
54 "m" "y" 4.33333333333333 4.66666666666667
54 "y" "c" 3.33333333333333 3
54 "y" "f" 4 3
54 "y" "m" 4 4.33333333333333
55 "c" "f" 5 5
55 "c" "m" 4 4.33333333333333
55 "c" "y" 4.66666666666667 5
55 "f" "c" 4 3.66666666666667
55 "f" "m" 4.66666666666667 4.33333333333333
55 "f" "y" 5 5
55 "m" "c" 4.33333333333333 4.66666666666667
55 "m" "f" 5 5
55 "m" "y" 4.33333333333333 4.66666666666667
55 "y" "c" 5 5
55 "y" "f" 5 4.66666666666667
55 "y" "m" 5 5
56 "c" "f" 5 5
56 "c" "m" 5 5
56 "c" "y" 5 5
56 "f" "c" 3.66666666666667 5
56 "f" "m" 5 5
56 "f" "y" 5 5
56 "m" "c" 5 5
56 "m" "f" 3.66666666666667 3.33333333333333
56 "m" "y" 5 5
56 "y" "c" 5 5
56 "y" "f" 5 5
56 "y" "m" 4 5
57 "c" "f" 4 3.66666666666667
57 "c" "m" 5 5
57 "c" "y" 4.33333333333333 4
57 "f" "c" 4 4.66666666666667
57 "f" "m" 4.33333333333333 5
57 "f" "y" 4.33333333333333 4
57 "m" "c" 5 5
57 "m" "f" 5 5
57 "m" "y" 4 4
57 "y" "c" 4 4.18468468468468
57 "y" "f" 4 4.66666666666667
57 "y" "m" 4.66666666666667 5
58 "c" "f" 4 4.66666666666667
58 "c" "m" 5 5
58 "c" "y" 4 4.66666666666667
58 "f" "c" 4 3.66666666666667
58 "f" "m" 4 3.66666666666667
58 "f" "y" 3.66666666666667 3.66666666666667
58 "m" "c" 5 4.66666666666667
58 "m" "f" 5 5
58 "m" "y" 4 5
58 "y" "c" 4.66666666666667 2.66666666666667
58 "y" "f" 3.66666666666667 4.33333333333333
58 "y" "m" 5 5
59 "c" "f" 4 3.66666666666667
59 "c" "m" 4 5
59 "c" "y" 3 2.66666666666667
59 "f" "c" 3.33333333333333 3.66666666666667
59 "f" "m" 2 2.66666666666667
59 "f" "y" 4 3.66666666666667
59 "m" "c" 5 5
59 "m" "f" 2 2.66666666666667
59 "m" "y" 5 4.66666666666667
59 "y" "c" 3.33333333333333 3.33333333333333
59 "y" "f" 2.33333333333333 3.33333333333333
59 "y" "m" 3.66666666666667 4
60 "c" "f" 3.66666666666667 2
60 "c" "m" 3.33333333333333 2.66666666666667
60 "c" "y" 3.66666666666667 2.66666666666667
60 "f" "c" 4 3.66666666666667
60 "f" "m" 5 3.66666666666667
60 "f" "y" 4 3.33333333333333
60 "m" "c" 3.33333333333333 3.33333333333333
60 "m" "f" 5 5
60 "m" "y" 4.33333333333333 5
60 "y" "c" 3.33333333333333 3
60 "y" "f" 2.66666666666667 3
60 "y" "m" 2.66666666666667 3
61 "c" "f" 4.66666666666667 5
61 "c" "m" 4.66666666666667 5
61 "c" "y" 2.66666666666667 4
61 "f" "c" 4.33333333333333 4.66666666666667
61 "f" "m" 4.66666666666667 4.33333333333333
61 "f" "y" 4.33333333333333 4
61 "m" "c" 4 3.66666666666667
61 "m" "f" 4 4
61 "m" "y" 4 4.33333333333333
61 "y" "c" 3.33333333333333 3.33333333333333
61 "y" "f" 3.33333333333333 4
61 "y" "m" 5 3.33333333333333
62 "c" "f" 3.33333333333333 3.66666666666667
62 "c" "m" 4.66666666666667 5
62 "c" "y" 3.66666666666667 3.33333333333333
62 "f" "c" 4 4
