"family.id" "perceiver.id" "target.id" "anx"
13 "f" "m" 2
13 "f" "y" 2.03071908671965
13 "m" "c" 1.16666666666667
13 "m" "f" 1.16666666666667
13 "m" "y" 1.16666666666667
13 "y" "c" 2.68693693693694
13 "y" "f" 2.33333333333333
13 "y" "m" 2
14 "c" "f" 1.33333333333333
14 "c" "m" 1.83333333333333
14 "c" "y" 1.5
14 "f" "c" 1
14 "f" "m" 1
14 "f" "y" 1.16666666666667
14 "m" "c" 1.66666666666667
14 "m" "f" 2.33333333333333
14 "m" "y" 1.83333333333333
14 "y" "c" 1.66666666666667
14 "y" "f" 1
14 "y" "m" 1
15 "c" "f" 1.5
15 "c" "m" 1.33333333333333
15 "c" "y" 2.33333333333333
15 "f" "c" 1
15 "f" "m" 1
15 "f" "y" 1
15 "m" "c" 1.5
15 "m" "f" 1
15 "m" "y" 1.16666666666667
15 "y" "c" 1
15 "y" "f" 2.33333333333333
15 "y" "m" 1
16 "c" "f" 1
16 "c" "m" 1
16 "c" "y" 1.16666666666667
16 "f" "c" 2
16 "f" "m" 1
16 "f" "y" 1.5
16 "m" "c" 1
16 "m" "f" 1
16 "m" "y" 1.16666666666667
16 "y" "c" 2.33333333333333
16 "y" "f" 1.33333333333333
16 "y" "m" 1
17 "c" "f" 1
17 "c" "m" 1
17 "c" "y" 1.16666666666667
17 "f" "c" 1
17 "f" "m" 3.16666666666667
17 "f" "y" 1
17 "m" "c" 1.83333333333333
17 "m" "f" 1.66666666666667
17 "m" "y" 1
17 "y" "c" 1.66666666666667
17 "y" "f" 1
17 "y" "m" 1
18 "c" "f" 1.33333333333333
18 "c" "m" 1
18 "c" "y" 2.16666666666667
18 "f" "c" 2.16666666666667
18 "f" "m" 3
18 "f" "y" 2.16666666666667
18 "m" "c" 2
18 "m" "f" 2.16666666666667
18 "m" "y" 2
18 "y" "c" 2.5
18 "y" "f" 2.16666666666667
18 "y" "m" 2.5
19 "c" "f" 1.16666666666667
19 "c" "m" 1
19 "c" "y" 1.16666666666667
19 "f" "c" 2.66666666666667
19 "f" "m" 2.16666666666667
19 "f" "y" 3.16666666666667
19 "m" "c" 1
19 "m" "f" 1.16666666666667
19 "m" "y" 2.33333333333333
19 "y" "c" 1.66666666666667
19 "y" "f" 1.16666666666667
19 "y" "m" 1
20 "c" "f" 1
20 "c" "m" 1.66666666666667
20 "c" "y" 1.66666666666667
20 "f" "c" 1
20 "f" "m" 4.33333333333333
20 "f" "y" 1
20 "m" "c" 1.87140804597701
20 "m" "f" 2.5
20 "m" "y" 1
20 "y" "c" 3.33333333333333
20 "y" "f" 1.66666666666667
20 "y" "m" 2.16666666666667
21 "c" "f" 1.66666666666667
21 "c" "m" 1.83333333333333
21 "c" "y" 2
21 "f" "c" 1.66666666666667
21 "f" "m" 1.33333333333333
21 "f" "y" 2
21 "m" "c" 2.5
21 "m" "f" 1.5
21 "m" "y" 1.5
21 "y" "c" 1.66666666666667
21 "y" "f" 2.33333333333333
21 "y" "m" 2.16666666666667
22 "c" "f" 2.16666666666667
22 "c" "m" 1
22 "c" "y" 1.16666666666667
22 "f" "c" 2.16666666666667
22 "f" "m" 1
22 "f" "y" 2.16666666666667
22 "m" "c" 2.33333333333333
22 "m" "f" 2.33333333333333
22 "m" "y" 2.66666666666667
22 "y" "c" 1.83333333333333
22 "y" "f" 2.5
22 "y" "m" 2.33333333333333
23 "c" "f" 1
23 "c" "m" 1
23 "c" "y" 1.66666666666667
23 "f" "c" 2.5
23 "f" "m" 1.5
23 "f" "y" 2.16666666666667
23 "m" "c" 1
23 "m" "f" 1.16666666666667
23 "m" "y" 1.33333333333333
23 "y" "c" 2
23 "y" "f" 2.5
23 "y" "m" 1.83333333333333
24 "c" "f" 2.16666666666667
24 "c" "m" 1
24 "c" "y" 2.16666666666667
24 "f" "c" 1.33333333333333
24 "f" "m" 2
24 "f" "y" 1.33333333333333
24 "m" "c" 1.33333333333333
24 "m" "f" 1
24 "m" "y" 1.16666666666667
24 "y" "c" 1
24 "y" "f" 1.16666666666667
24 "y" "m" 1
25 "c" "f" 1.33333333333333
25 "c" "m" 1.33333333333333
25 "c" "y" 1.16666666666667
25 "f" "c" 1.66666666666667
25 "f" "m" 1
25 "f" "y" 1.66666666666667
25 "m" "c" 1.66666666666667
25 "m" "f" 1
25 "m" "y" 1.16666666666667
25 "y" "c" 1.33333333333333
25 "y" "f" 1.33333333333333
25 "y" "m" 1.16666666666667
26 "c" "f" 2
26 "c" "m" 1.66666666666667
26 "c" "y" 1.83333333333333
26 "f" "c" 2
26 "f" "m" 2.16666666666667
26 "f" "y" 1.5
26 "m" "c" 2.16666666666667
26 "m" "f" 2.16666666666667
26 "m" "y" 1.83333333333333
26 "y" "c" 2.66666666666667
26 "y" "f" 1.66666666666667
26 "y" "m" 1.5
27 "c" "f" 2.33333333333333
27 "c" "m" 1
27 "c" "y" 2.16666666666667
27 "f" "c" 2
27 "f" "m" 1.16666666666667
27 "f" "y" 1.66666666666667
27 "m" "c" 1.66666666666667
27 "m" "f" 1.33333333333333
27 "m" "y" 1.33333333333333
27 "y" "c" 1.66666666666667
27 "y" "f" 1.83333333333333
27 "y" "m" 1.66666666666667
28 "c" "f" 1.83333333333333
28 "c" "m" 1.16666666666667
28 "c" "y" 1.83333333333333
28 "f" "c" 1.5
28 "f" "m" 2.16666666666667
28 "f" "y" 2.66666666666667
28 "m" "c" 2.83333333333333
28 "m" "f" 2.33333333333333
28 "m" "y" 4.66666666666667
28 "y" "c" 1.66666666666667
28 "y" "f" 2.66666666666667
28 "y" "m" 3
29 "c" "f" 1
29 "c" "m" 1.16666666666667
29 "c" "y" 3.16666666666667
29 "f" "c" 1.5
29 "f" "m" 1.66666666666667
29 "f" "y" 3.66666666666667
29 "m" "c" 1
29 "m" "f" 1
29 "m" "y" 2.16666666666667
29 "y" "c" 2.66666666666667
29 "y" "f" 1.33333333333333
29 "y" "m" 1.16666666666667
30 "c" "f" 2.33333333333333
30 "c" "m" 2
30 "c" "y" 1
30 "f" "c" 1.49777777777778
30 "f" "m" 2.33333333333333
30 "f" "y" 1.16666666666667
30 "m" "c" 2.83333333333333
30 "m" "f" 2
30 "m" "y" 2.16666666666667
30 "y" "c" 1
30 "y" "f" 1
30 "y" "m" 1
31 "c" "f" 1.33333333333333
31 "c" "m" 1
31 "c" "y" 2.16666666666667
31 "f" "c" 2
31 "f" "m" 2.66666666666667
31 "f" "y" 2.66666666666667
31 "m" "c" 1.16666666666667
31 "m" "f" 1.5
31 "m" "y" 2.16666666666667
31 "y" "c" 2.16666666666667
31 "y" "f" 3.16666666666667
31 "y" "m" 1.66666666666667
32 "c" "f" 2
32 "c" "m" 1.83333333333333
32 "c" "y" 2.83333333333333
32 "f" "c" 3.33333333333333
32 "f" "m" 1
32 "f" "y" 2.83333333333333
32 "m" "c" 3.33333333333333
32 "m" "f" 1.33333333333333
32 "m" "y" 1.33333333333333
32 "y" "c" 2.83333333333333
32 "y" "f" 1.33333333333333
32 "y" "m" 1.33333333333333
33 "c" "f" 1.33333333333333
33 "c" "m" 1.16666666666667
33 "c" "y" 1
33 "f" "c" 2.5
33 "f" "m" 3
33 "f" "y" 2.33333333333333
33 "m" "c" 2
33 "m" "f" 2.16666666666667
33 "m" "y" 2
33 "y" "c" 1.5
33 "y" "f" 1.83333333333333
33 "y" "m" 1.5
34 "c" "f" 2
34 "c" "m" 1.83333333333333
34 "c" "y" 2
34 "f" "c" 1.66666666666667
34 "f" "m" 1.66666666666667
34 "f" "y" 1.83333333333333
34 "m" "c" 2
34 "m" "f" 1
34 "m" "y" 1
34 "y" "c" 2.83333333333333
34 "y" "f" 2.33333333333333
34 "y" "m" 3.5
35 "c" "f" 2.16666666666667
35 "c" "m" 2.16666666666667
35 "c" "y" 2
35 "f" "c" 1.5
35 "f" "m" 1
35 "f" "y" 1.33333333333333
35 "m" "c" 1.33333333333333
35 "m" "f" 2.16666666666667
35 "m" "y" 1.5
35 "y" "c" 1
35 "y" "f" 1
35 "y" "m" 1
36 "c" "f" 1
36 "c" "m" 1
36 "c" "y" 1.66666666666667
36 "f" "c" 1.33333333333333
36 "f" "m" 1.16666666666667
36 "f" "y" 1.5
36 "m" "c" 1
36 "m" "f" 1.5
36 "m" "y" 1.33333333333333
36 "y" "c" 3.16666666666667
36 "y" "f" 2.66666666666667
36 "y" "m" 3.83333333333333
37 "c" "f" 1.83333333333333
37 "c" "m" 1.5
37 "c" "y" 2
37 "f" "c" 3
37 "f" "m" 2.5
37 "f" "y" 3
37 "m" "c" 1.66666666666667
37 "m" "f" 2.5
37 "m" "y" 1
37 "y" "c" 1.16666666666667
37 "y" "f" 1.83333333333333
37 "y" "m" 1.66666666666667
38 "c" "f" 1
38 "c" "m" 1
38 "c" "y" 1
38 "f" "c" 1.16666666666667
38 "f" "m" 1
38 "f" "y" 1.5
38 "m" "c" 1
38 "m" "f" 1
38 "m" "y" 1
38 "y" "c" 1.16666666666667
38 "y" "f" 1
38 "y" "m" 1
39 "c" "f" 1.39060205580029
39 "c" "m" 1
39 "c" "y" 2.33333333333333
39 "f" "c" 1
39 "f" "m" 1
39 "f" "y" 1
39 "m" "c" 3.5
39 "m" "f" 4.5
39 "m" "y" 3.66666666666667
39 "y" "c" 2
39 "y" "f" 2.83333333333333
39 "y" "m" 3
40 "c" "f" 1
40 "c" "m" 1.16666666666667
40 "c" "y" 1.5
40 "f" "c" 1.16666666666667
40 "f" "m" 4.66666666666667
40 "f" "y" 3.16666666666667
40 "m" "c" 2.5
40 "m" "f" 3
40 "m" "y" 2.5
40 "y" "c" 1.16666666666667
40 "y" "f" 2.83333333333333
40 "y" "m" 1
41 "c" "f" 2
41 "c" "m" 2
41 "c" "y" 2
41 "f" "c" 1.66666666666667
41 "f" "m" 1.16666666666667
41 "f" "y" 1.66666666666667
41 "m" "c" 1.5
41 "m" "f" 1
41 "m" "y" 1
41 "y" "c" 2.66666666666667
41 "y" "f" 2.5
41 "y" "m" 2.16666666666667
42 "c" "f" 3.16666666666667
42 "c" "m" 2
42 "c" "y" 3
42 "f" "c" 1
42 "f" "m" 1.33333333333333
42 "f" "y" 1.66666666666667
42 "m" "c" 1.33333333333333
42 "m" "f" 3
42 "m" "y" 2.66666666666667
42 "y" "c" 2.66666666666667
42 "y" "f" 4.33333333333333
42 "y" "m" 2.33333333333333
43 "c" "f" 2.33333333333333
43 "c" "m" 3.5
43 "c" "y" 4
43 "f" "c" 3.83333333333333
43 "f" "m" 1.16666666666667
43 "f" "y" 4.16666666666667
43 "m" "c" 1.83333333333333
43 "m" "f" 1
43 "m" "y" 2.33333333333333
43 "y" "c" 2.33333333333333
43 "y" "f" 2.5
43 "y" "m" 2
44 "c" "f" 2.33333333333333
44 "c" "m" 1.16666666666667
44 "c" "y" 2.5
44 "f" "c" 1.5
44 "f" "m" 1.33333333333333
44 "f" "y" 1.16666666666667
44 "m" "c" 2
44 "m" "f" 2
44 "m" "y" 1.66666666666667
44 "y" "c" 3.66666666666667
44 "y" "f" 3.16666666666667
44 "y" "m" 3.16666666666667
45 "c" "f" 1.5
45 "c" "m" 1.16666666666667
45 "c" "y" 1.83333333333333
45 "f" "c" 3
45 "f" "m" 2.16666666666667
45 "f" "y" 3.16666666666667
45 "m" "c" 1.5
45 "m" "f" 1
45 "m" "y" 1.33333333333333
45 "y" "c" 2.66666666666667
45 "y" "f" 3.16666666666667
45 "y" "m" 3.5
46 "c" "f" 4.33333333333333
46 "c" "m" 1.5
46 "c" "y" 2.83333333333333
46 "f" "c" 1.5
46 "f" "m" 2.16666666666667
46 "f" "y" 1.83333333333333
46 "m" "c" 1.16666666666667
46 "m" "f" 4
46 "m" "y" 2
46 "y" "c" 2.66666666666667
46 "y" "f" 3.66666666666667
46 "y" "m" 2.33333333333333
47 "c" "f" 1
47 "c" "m" 1
47 "c" "y" 1.16666666666667
47 "f" "c" 1
47 "f" "m" 1
47 "f" "y" 2.66666666666667
47 "m" "c" 1.16666666666667
47 "m" "f" 1
47 "m" "y" 1.83333333333333
47 "y" "c" 1.33333333333333
47 "y" "f" 1
47 "y" "m" 1.66666666666667
48 "c" "f" 2
48 "c" "m" 2
48 "c" "y" 2.83333333333333
48 "f" "c" 1.5
48 "f" "m" 1
48 "f" "y" 1
48 "m" "c" 3.5
48 "m" "f" 1.16666666666667
48 "m" "y" 2.16666666666667
48 "y" "c" 2.66666666666667
48 "y" "f" 1.33333333333333
48 "y" "m" 1
49 "c" "f" 1.16666666666667
49 "c" "m" 1
49 "c" "y" 1.5
49 "f" "c" 1
49 "f" "m" 1.5
49 "f" "y" 1.33333333333333
49 "m" "c" 1.5
49 "m" "f" 2.33333333333333
49 "m" "y" 2
49 "y" "c" 1.66666666666667
49 "y" "f" 1.83333333333333
49 "y" "m" 1.16666666666667
50 "c" "f" 1.33333333333333
50 "c" "m" 1.16666666666667
50 "c" "y" 2.33333333333333
50 "f" "c" 1.66666666666667
50 "f" "m" 2
50 "f" "y" 2.33333333333333
50 "m" "c" 1
50 "m" "f" 1
50 "m" "y" 1.83333333333333
50 "y" "c" 2.5
50 "y" "f" 2.5
50 "y" "m" 1.5
51 "c" "f" 1.5
51 "c" "m" 1
51 "c" "y" 1.33333333333333
51 "f" "c" 1.44888888888889
51 "f" "m" 1
51 "f" "y" 1.66666666666667
51 "m" "c" 1.66666666666667
51 "m" "f" 2
51 "m" "y" 1.83333333333333
51 "y" "c" 1.83333333333333
51 "y" "f" 1.64125560538117
51 "y" "m" 1.16666666666667
52 "c" "f" 1
52 "c" "m" 1
52 "c" "y" 1
52 "f" "c" 1
52 "f" "m" 1
52 "f" "y" 1
52 "m" "c" 2
52 "m" "f" 1.83333333333333
52 "m" "y" 3.5
52 "y" "c" 2
52 "y" "f" 2
52 "y" "m" 2
53 "c" "f" 2.5
53 "c" "m" 1.16666666666667
53 "c" "y" 1.5
53 "f" "c" 1.5
53 "f" "m" 2
53 "f" "y" 1.16666666666667
53 "m" "c" 1
53 "m" "f" 1.66666666666667
53 "m" "y" 1.16666666666667
53 "y" "c" 1.83333333333333
53 "y" "f" 1.33333333333333
53 "y" "m" 1.16666666666667
54 "c" "f" 3.16666666666667
54 "c" "m" 2.16666666666667
54 "c" "y" 2.33333333333333
54 "f" "c" 2.33333333333333
54 "f" "m" 2.16666666666667
54 "f" "y" 2.5
54 "m" "c" 1.5
54 "m" "f" 3.5
54 "m" "y" 1.83333333333333
54 "y" "c" 1.16666666666667
54 "y" "f" 2.66666666666667
54 "y" "m" 1.5
55 "c" "f" 1
55 "c" "m" 2.16666666666667
55 "c" "y" 1.66666666666667
55 "f" "c" 1.66666666666667
55 "f" "m" 2.83333333333333
55 "f" "y" 1
55 "m" "c" 1.66666666666667
55 "m" "f" 1
55 "m" "y" 1
55 "y" "c" 1
55 "y" "f" 1
55 "y" "m" 1.16666666666667
56 "c" "f" 1
56 "c" "m" 1
56 "c" "y" 1
56 "f" "c" 1
56 "f" "m" 1.16666666666667
56 "f" "y" 1.16666666666667
56 "m" "c" 1
56 "m" "f" 2.33333333333333
56 "m" "y" 1
56 "y" "c" 1
56 "y" "f" 1
56 "y" "m" 1
57 "c" "f" 1.83333333333333
57 "c" "m" 1
57 "c" "y" 1.66666666666667
57 "f" "c" 2.16666666666667
57 "f" "m" 1.16666666666667
57 "f" "y" 1.66666666666667
57 "m" "c" 1.5
57 "m" "f" 1.83333333333333
57 "m" "y" 2
57 "y" "c" 1.33333333333333
57 "y" "f" 1.83333333333333
57 "y" "m" 1
58 "c" "f" 1.33333333333333
58 "c" "m" 1.33333333333333
58 "c" "y" 2.16666666666667
58 "f" "c" 2.83333333333333
58 "f" "m" 3
58 "f" "y" 2.5
58 "m" "c" 1.66666666666667
58 "m" "f" 1.16666666666667
58 "m" "y" 1.5
58 "y" "c" 1.33333333333333
58 "y" "f" 1.66666666666667
58 "y" "m" 1.16666666666667
59 "c" "f" 1.16666666666667
59 "c" "m" 1.16666666666667
59 "c" "y" 1.66666666666667
59 "f" "c" 1
59 "f" "m" 2.5
59 "f" "y" 1.33333333333333
59 "m" "c" 1
59 "m" "f" 1.83333333333333
59 "m" "y" 1
59 "y" "c" 2.5
59 "y" "f" 1.66666666666667
59 "y" "m" 1.5
60 "c" "f" 1.66666666666667
60 "c" "m" 2.33333333333333
60 "c" "y" 1.5
60 "f" "c" 2.66666666666667
60 "f" "m" 1.66666666666667
60 "f" "y" 2.66666666666667
60 "m" "c" 2.66666666666667
60 "m" "f" 1
60 "m" "y" 1.83333333333333
60 "y" "c" 3
60 "y" "f" 3
60 "y" "m" 2.83333333333333
61 "c" "f" 2
61 "c" "m" 1
61 "c" "y" 2.16666666666667
61 "f" "c" 1.33333333333333
61 "f" "m" 1
61 "f" "y" 1.66666666666667
61 "m" "c" 2
61 "m" "f" 2
61 "m" "y" 1.83333333333333
61 "y" "c" 2.16666666666667
61 "y" "f" 2.5
61 "y" "m" 1.33333333333333
62 "c" "f" 1.83333333333333
62 "c" "m" 1.16666666666667
62 "c" "y" 3
62 "f" "c" 1.16666666666667
62 "f" "m" 1.16666666666667
62 "f" "y" 2.83333333333333
62 "m" "c" 1.16666666666667
62 "m" "f" 1.5
62 "m" "y" 2.5
62 "y" "c" 3
62 "y" "f" 3.66666666666667
62 "y" "m" 1.66666666666667
63 "c" "f" 1.66666666666667
63 "c" "m" 1.33333333333333
63 "c" "y" 1.83333333333333
63 "f" "c" 2.33333333333333
63 "f" "m" 1.16666666666667
63 "f" "y" 3.33333333333333
63 "m" "c" 1.83333333333333
63 "m" "f" 1.66666666666667
63 "m" "y" 2.5
63 "y" "c" 2.64781297134238
63 "y" "f" 2.83333333333333
63 "y" "m" 2
64 "c" "f" 1.16666666666667
64 "c" "m" 1.66666666666667
64 "c" "y" 1
64 "f" "c" 3
64 "f" "m" 5
64 "f" "y" 1.66666666666667
64 "m" "c" 2.66666666666667
64 "m" "f" 2
64 "m" "y" 2
64 "y" "c" 1.83474990827932
64 "y" "f" 1.66666666666667
64 "y" "m" 1.33333333333333
65 "c" "f" 2.72393538913363
65 "c" "m" 1
65 "c" "y" 1
65 "f" "c" 1.66666666666667
65 "f" "m" 1
65 "f" "y" 1.5
65 "m" "c" 1.83333333333333
65 "m" "f" 2.16666666666667
65 "m" "y" 1.83333333333333
65 "y" "c" 1
65 "y" "f" 2.16666666666667
65 "y" "m" 1
66 "c" "f" 3.16666666666667
66 "c" "m" 1
66 "c" "y" 3.16666666666667
66 "f" "c" 3.83333333333333
66 "f" "m" 3
66 "f" "y" 3.5
66 "m" "c" 1.5
66 "m" "f" 3
66 "m" "y" 3.66666666666667
66 "y" "c" 1.5
66 "y" "f" 2.16666666666667
66 "y" "m" 1.66666666666667
67 "c" "f" 1
67 "c" "m" 1
67 "c" "y" 1.66666666666667
67 "f" "c" 1
67 "f" "m" 1.16666666666667
67 "f" "y" 2.16666666666667
67 "m" "c" 1.33333333333333
67 "m" "f" 1
67 "m" "y" 3.66666666666667
67 "y" "c" 4
67 "y" "f" 1.5
67 "y" "m" 3.42261904761905
68 "c" "f" 3.16666666666667
68 "c" "m" 2.5
68 "c" "y" 2.09722222222222
68 "f" "c" 3.5
68 "f" "m" 1
68 "f" "y" 1.83333333333333
68 "m" "c" 3.16666666666667
68 "m" "f" 3
68 "m" "y" 3.66666666666667
68 "y" "c" 2.16666666666667
68 "y" "f" 1.5
68 "y" "m" 1.5
69 "c" "f" 1.5
69 "c" "m" 1.33333333333333
69 "c" "y" 1.66666666666667
69 "f" "c" 2.16666666666667
69 "f" "m" 3
69 "f" "y" 2.5
69 "m" "c" 1.16666666666667
69 "m" "f" 3.83333333333333
69 "m" "y" 2.5
69 "y" "c" 2.16666666666667
69 "y" "f" 3.5
69 "y" "m" 3
70 "c" "f" 1.33333333333333
70 "c" "m" 1.33333333333333
70 "c" "y" 1.16666666666667
70 "f" "c" 2.33333333333333
70 "f" "m" 3.16666666666667
70 "f" "y" 2
70 "m" "c" 1.16666666666667
70 "m" "f" 1.33333333333333
70 "m" "y" 1.66666666666667
70 "y" "c" 1.83333333333333
70 "y" "f" 1.33333333333333
70 "y" "m" 1.83333333333333
71 "c" "f" 1.33333333333333
71 "c" "m" 1.33333333333333
71 "c" "y" 1.16666666666667
71 "f" "c" 2.16666666666667
71 "f" "m" 2.5
71 "f" "y" 2.16666666666667
71 "m" "c" 2.83333333333333
71 "m" "f" 3.16666666666667
71 "m" "y" 2.83333333333333
71 "y" "c" 1.16666666666667
71 "y" "f" 1.66666666666667
71 "y" "m" 2
72 "c" "f" 1.83333333333333
72 "c" "m" 1.33333333333333
72 "c" "y" 2
72 "f" "c" 2.33333333333333
72 "f" "m" 1.33333333333333
72 "f" "y" 2.15990990990991
72 "m" "c" 1.5
72 "m" "f" 1.33333333333333
72 "m" "y" 1.5
72 "y" "c" 2
72 "y" "f" 2.16666666666667
72 "y" "m" 1.66666666666667
73 "c" "f" 1.33333333333333
73 "c" "m" 1.33333333333333
73 "c" "y" 2
73 "f" "c" 1.5
73 "f" "m" 1.66666666666667
73 "f" "y" 1.33333333333333
73 "m" "c" 1.5
73 "m" "f" 1.5
73 "m" "y" 2.16666666666667
73 "y" "c" 1.66666666666667
73 "y" "f" 1.16666666666667
73 "y" "m" 1.5
74 "c" "f" 1
74 "c" "m" 1
74 "c" "y" 1
74 "f" "c" 1.33333333333333
74 "f" "m" 2.16666666666667
74 "f" "y" 2
74 "m" "c" 2.83333333333333
74 "m" "f" 3
74 "m" "y" 1.5
74 "y" "c" 3.33333333333333
74 "y" "f" 1.5
74 "y" "m" 1.66666666666667
75 "c" "f" 1.33333333333333
75 "c" "m" 1
75 "c" "y" 1.33333333333333
75 "f" "c" 1
75 "f" "m" 1
75 "f" "y" 1
75 "m" "c" 1.66666666666667
75 "m" "f" 1
75 "m" "y" 1
75 "y" "c" 1.5
75 "y" "f" 1.16666666666667
75 "y" "m" 1
76 "c" "f" 2
76 "c" "m" 1.83333333333333
76 "c" "y" 2.5
76 "f" "c" 2.83333333333333
76 "f" "m" 1.16666666666667
76 "f" "y" 1.66666666666667
76 "m" "c" 1.5
76 "m" "f" 2.16666666666667
76 "m" "y" 1.16666666666667
76 "y" "c" 2.66666666666667
76 "y" "f" 2.83333333333333
76 "y" "m" 1.83333333333333
77 "c" "f" 3
77 "c" "m" 2.66666666666667
77 "c" "y" 2.83333333333333
77 "f" "c" 2.33333333333333
77 "f" "m" 3.83333333333333
77 "f" "y" 2.16666666666667
77 "m" "c" 1
77 "m" "f" 2.16666666666667
77 "m" "y" 2.83333333333333
77 "y" "c" 2.83333333333333
77 "y" "f" 3
77 "y" "m" 2.66666666666667
78 "c" "f" 1.33333333333333
78 "c" "m" 1
78 "c" "y" 1.66666666666667
78 "f" "c" 1.16666666666667
78 "f" "m" 1
78 "f" "y" 1.16666666666667
78 "m" "c" 1
78 "m" "f" 1
78 "m" "y" 1
78 "y" "c" 2.83333333333333
78 "y" "f" 1.5
78 "y" "m" 1.33333333333333
79 "c" "f" 2.33333333333333
79 "c" "m" 1.83333333333333
79 "c" "y" 2
79 "f" "c" 2.5
79 "f" "m" 4.16666666666667
79 "f" "y" 2.83333333333333
79 "m" "c" 1
79 "m" "f" 1.92560801144492
79 "m" "y" 3.83333333333333
79 "y" "c" 2.5
79 "y" "f" 3
79 "y" "m" 3.5
80 "c" "f" 1.16666666666667
80 "c" "m" 1
80 "c" "y" 2.33333333333333
80 "f" "c" 2.33333333333333
80 "f" "m" 1
80 "f" "y" 1.16666666666667
80 "m" "c" 2.33333333333333
80 "m" "f" 2
80 "m" "y" 2.5
