"family.id" "group" "variable" "neg" "actor.id" "partner.id"
"68" 68 1 "MF" 1.10792493524247 "M" "F"
"69" 69 1 "MF" 2.50189107157382 "M" "F"
"70" 70 1 "MF" 1.95483517756658 "M" "F"
"71" 71 1 "MF" 1.68212489689167 "M" "F"
"72" 72 1 "MF" 2.01088142332036 "M" "F"
"73" 73 1 "MF" -0.0705962815052332 "M" "F"
"74" 74 1 "MF" 2.17575484559132 "M" "F"
"75" 75 1 "MF" 2.46078029829595 "M" "F"
"76" 76 1 "MF" 2.94638881369336 "M" "F"
"77" 77 1 "MF" 1.46469066596782 "M" "F"
"78" 78 1 "MF" 1.70583232330031 "M" "F"
"79" 79 1 "MF" 3.28787565299359 "M" "F"
"80" 80 1 "MF" 0.091313968067294 "M" "F"
"81" 81 1 "MF" 0.54646333449066 "M" "F"
"82" 82 1 "MF" 1.26882245793857 "M" "F"
"83" 83 1 "MF" 0.990199297779845 "M" "F"
"84" 84 1 "MF" 1.31867890135096 "M" "F"
"85" 85 1 "MF" 2.39320601154454 "M" "F"
"86" 86 1 "MF" 1.37581793500158 "M" "F"
"87" 87 1 "MF" 1.51839093009322 "M" "F"
"88" 88 1 "MF" 1.18069798352168 "M" "F"
"89" 89 1 "MF" 3.07490141765891 "M" "F"
"90" 90 1 "MF" 1.83725297527513 "M" "F"
"91" 91 1 "MF" 1.67982368040578 "M" "F"
"92" 92 1 "MF" 1.29648985685893 "M" "F"
"93" 93 1 "MF" 1.15557314652269 "M" "F"
"94" 94 1 "MF" 1.11095696565291 "M" "F"
"95" 95 1 "MF" 1.29713769822186 "M" "F"
"96" 96 1 "MF" 1.31584779927983 "M" "F"
"97" 97 1 "MF" 1.96827965287848 "M" "F"
"98" 98 1 "MF" 1.53242143498927 "M" "F"
"99" 99 1 "MF" 2.09976923286716 "M" "F"
"100" 100 1 "MF" 1.39955470326576 "M" "F"
"101" 101 1 "MF" 1.6209118299348 "M" "F"
"102" 102 1 "MF" 0.81691938166782 "M" "F"
"103" 103 1 "MF" 2.26789668307884 "M" "F"
"104" 104 1 "MF" 1.48385815305895 "M" "F"
"105" 105 1 "MF" 2.27042501385439 "M" "F"
"106" 106 1 "MF" 1.5632466994634 "M" "F"
"107" 107 1 "MF" 2.18074067369042 "M" "F"
"108" 108 1 "MF" 1.03134559522108 "M" "F"
"109" 109 1 "MF" 2.05614045580332 "M" "F"
"110" 110 1 "MF" 1.64850560581597 "M" "F"
"111" 111 1 "MF" 1.14991018782497 "M" "F"
"112" 112 1 "MF" 1.49965984678701 "M" "F"
"113" 113 1 "MF" 1.0475753476994 "M" "F"
"114" 114 1 "MF" 0.576943812520174 "M" "F"
"115" 115 1 "MF" 1.38034403002111 "M" "F"
"116" 116 1 "MF" 1.4311962834376 "M" "F"
"117" 117 1 "MF" 1.69244776510652 "M" "F"
"118" 118 1 "MF" 1.46195118175888 "M" "F"
"119" 119 1 "MF" 2.12289808227134 "M" "F"
"120" 120 1 "MF" 0.614977046476243 "M" "F"
"121" 121 2 "MF" 2.28104891221702 "M" "F"
"122" 122 2 "MF" 0.54884172802323 "M" "F"
"123" 123 2 "MF" 1.97020074615995 "M" "F"
"124" 124 2 "MF" 0.975967568684194 "M" "F"
"125" 125 2 "MF" 1.50693470674761 "M" "F"
"126" 126 2 "MF" 1.3296590235205 "M" "F"
"127" 127 2 "MF" 0.516280924825779 "M" "F"
"128" 128 2 "MF" 2.43005321918353 "M" "F"
"129" 129 2 "MF" 2.05508177388363 "M" "F"
"130" 130 2 "MF" 2.03669255317991 "M" "F"
"131" 131 2 "MF" 1.58989501241759 "M" "F"
"132" 132 2 "MF" 0.449369456192744 "M" "F"
"133" 133 2 "MF" 2.7548318972185 "M" "F"
"134" 134 2 "MF" 1.09800048578761 "M" "F"
"135" 135 2 "MF" 1.41529956556681 "M" "F"
"136" 136 2 "MF" 1.29055641303592 "M" "F"
"137" 137 2 "MF" 0.498935267636872 "M" "F"
"138" 138 2 "MF" 1.76385693570052 "M" "F"
"139" 139 2 "MF" 1.86761602499061 "M" "F"
"140" 140 2 "MF" 1.13460973953971 "M" "F"
"141" 141 2 "MF" 1.0224722704662 "M" "F"
"142" 142 2 "MF" 1.54192332416818 "M" "F"
"143" 143 2 "MF" 1.0633710515544 "M" "F"
"144" 144 2 "MF" 0.91528954105439 "M" "F"
"145" 145 2 "MF" 0.593912688698318 "M" "F"
"146" 146 2 "MF" 1.76010243213315 "M" "F"
"147" 147 2 "MF" 0.763760544243395 "M" "F"
"148" 148 2 "MF" 0.9361051832326 "M" "F"
"149" 149 2 "MF" 1.73165591936969 "M" "F"
"150" 150 2 "MF" 0.975574728491453 "M" "F"
"151" 151 2 "MF" 0.200666624122242 "M" "F"
"152" 152 2 "MF" 1.49882214575545 "M" "F"
"153" 153 2 "MF" 1.06540246796272 "M" "F"
"154" 154 2 "MF" 0.568780828012135 "M" "F"
"155" 155 2 "MF" 2.24404553460139 "M" "F"
"156" 156 2 "MF" 1.86443919179333 "M" "F"
"157" 157 2 "MF" 0.635649476370441 "M" "F"
"158" 158 2 "MF" 0.738618192327255 "M" "F"
"159" 159 2 "MF" 1.66263921654921 "M" "F"
"160" 160 2 "MF" 1.7244074389291 "M" "F"
"161" 161 2 "MF" 2.20231309310627 "M" "F"
"162" 162 2 "MF" 1.74930204358098 "M" "F"
"163" 163 2 "MF" 0.658596577810846 "M" "F"
"164" 164 2 "MF" 1.23369844090657 "M" "F"
"165" 165 2 "MF" 1.89405458241778 "M" "F"
"166" 166 2 "MF" 1.68110932091893 "M" "F"
"167" 167 2 "MF" 1.05440066668668 "M" "F"
"168" 168 2 "MF" 1.59539953927344 "M" "F"
"169" 169 2 "MF" 1.89097343629024 "M" "F"
"170" 170 2 "MF" 0.773637730974974 "M" "F"
"171" 171 2 "MF" 0.400903598270911 "M" "F"
"172" 172 2 "MF" 1.42802047077391 "M" "F"
"173" 173 2 "MF" 2.38811917371231 "M" "F"
"174" 174 2 "MF" 0.918245413062635 "M" "F"
"175" 175 2 "MF" 1.08115818461863 "M" "F"
"176" 176 2 "MF" 0.994738217225478 "M" "F"
"177" 177 2 "MF" 1.20218036304174 "M" "F"
"178" 178 2 "MF" 0.862525723023839 "M" "F"
"179" 179 2 "MF" 1.5598403267554 "M" "F"
"180" 180 2 "MF" 2.39185881651396 "M" "F"
"181" 181 2 "MF" 1.46482049874832 "M" "F"
"182" 182 2 "MF" 2.50945260948036 "M" "F"
"183" 183 2 "MF" 2.29989266705357 "M" "F"
"184" 184 2 "MF" 1.46681412107892 "M" "F"
"185" 185 2 "MF" 1.92311867446907 "M" "F"
"186" 186 2 "MF" 2.35816843292308 "M" "F"
"187" 187 2 "MF" 1.26235342180329 "M" "F"
"188" 188 2 "MF" 1.25325478592506 "M" "F"
"189" 189 2 "MF" 1.38631132325943 "M" "F"
"190" 190 2 "MF" 2.36485905817804 "M" "F"
"191" 191 2 "MF" 1.83520054067178 "M" "F"
"192" 192 2 "MF" 0.989460345589557 "M" "F"
"193" 193 2 "MF" 1.24744738364697 "M" "F"
"194" 194 2 "MF" 1.04129142973982 "M" "F"
"195" 195 2 "MF" 1.9521304278647 "M" "F"
"196" 196 2 "MF" 2.74396687187801 "M" "F"
"197" 197 2 "MF" 0.94941796052029 "M" "F"
"198" 198 2 "MF" 1.2192487445243 "M" "F"
"199" 199 2 "MF" 1.06840995531099 "M" "F"
"200" 200 2 "MF" 0.76656853379345 "M" "F"
"201" 201 2 "MF" 2.31954565941192 "M" "F"
"202" 202 2 "MF" 1.74903958896514 "M" "F"
"203" 203 2 "MF" 1.43300764085313 "M" "F"
"204" 204 2 "MF" 2.50831914192411 "M" "F"
"205" 205 2 "MF" 1.71335239643934 "M" "F"
"206" 206 2 "MF" 0.628507832682324 "M" "F"
"207" 207 2 "MF" 1.88360078443541 "M" "F"
"208" 208 2 "MF" 1.82207618509104 "M" "F"
"209" 209 2 "MF" 1.88649802355479 "M" "F"
"210" 210 2 "MF" 1.47547252101828 "M" "F"
"211" 211 2 "MF" 1.81128684220318 "M" "F"
"212" 212 2 "MF" 1.05969919869064 "M" "F"
"213" 213 2 "MF" 0.186712377230828 "M" "F"
"214" 214 2 "MF" 1.56513872767703 "M" "F"
"215" 215 2 "MF" 0.125288821535195 "M" "F"
"216" 216 2 "MF" 1.6353516418392 "M" "F"
"217" 217 2 "MF" 0.669364101510268 "M" "F"
"218" 218 2 "MF" 1.53602706344022 "M" "F"
"219" 219 2 "MF" 0.988104869664638 "M" "F"
"220" 220 2 "MF" 1.53807056442247 "M" "F"
"221" 221 2 "MF" 2.4298007899384 "M" "F"
"222" 222 2 "MF" 1.34476376809336 "M" "F"
"223" 223 2 "MF" 2.1686512970196 "M" "F"
"224" 224 2 "MF" 1.77348852132647 "M" "F"
"225" 225 2 "MF" 1.07520792350687 "M" "F"
"226" 226 2 "MF" 1.46893202116861 "M" "F"
"227" 227 2 "MF" 1.01010007212939 "M" "F"
"228" 228 2 "MF" 0.649234627192188 "M" "F"
"229" 229 2 "MF" 1.87783553707848 "M" "F"
"230" 230 2 "MF" 1.11630347595645 "M" "F"
"231" 231 2 "MF" 0.900970609893835 "M" "F"
"232" 232 2 "MF" 1.1363397914246 "M" "F"
"233" 233 2 "MF" 1.22993232313892 "M" "F"
"234" 234 2 "MF" 1.96860704359562 "M" "F"
"235" 235 2 "MF" 0.0588212390069705 "M" "F"
"236" 236 2 "MF" 0.752814739898779 "M" "F"
"237" 237 2 "MF" 2.06556783541934 "M" "F"
"238" 238 2 "MF" 0.360289464378077 "M" "F"
"239" 239 2 "MF" 1.23628469439641 "M" "F"
"240" 240 2 "MF" 2.08969141325999 "M" "F"
"241" 241 2 "MF" 1.5799995491946 "M" "F"
"242" 242 2 "MF" 1.05011218914793 "M" "F"
"243" 243 2 "MF" 0.967930192576873 "M" "F"
"244" 244 2 "MF" 1.47309843843981 "M" "F"
"245" 245 2 "MF" 0.548094836294414 "M" "F"
"246" 246 2 "MF" 1.2149666457823 "M" "F"
"247" 247 2 "MF" 2.87611573873739 "M" "F"
"248" 248 2 "MF" 1.05706550314215 "M" "F"
"249" 249 2 "MF" 1.28861857801651 "M" "F"
"250" 250 2 "MF" 0.562891335904379 "M" "F"
"251" 251 2 "MF" 2.87773704030842 "M" "F"
"252" 252 2 "MF" 2.53217701479547 "M" "F"
"253" 253 2 "MF" 1.74383646770752 "M" "F"
"254" 254 2 "MF" 2.62756784562403 "M" "F"
"255" 255 2 "MF" 1.75340982231421 "M" "F"
"256" 256 2 "MF" 1.13279374106095 "M" "F"
"257" 257 2 "MF" 1.60265328458173 "M" "F"
"258" 258 2 "MF" 0.815613533296573 "M" "F"
"259" 259 2 "MF" 1.79242211019621 "M" "F"
"260" 260 2 "MF" 0.838532099066386 "M" "F"
"261" 261 2 "MF" 1.051117422261 "M" "F"
"262" 262 2 "MF" 0.956008939767639 "M" "F"
"263" 263 2 "MF" 1.06214808472356 "M" "F"
"264" 264 2 "MF" 0.634790988792564 "M" "F"
"265" 265 2 "MF" 1.06778008513728 "M" "F"
"266" 266 2 "MF" 1.83156544128668 "M" "F"
"267" 267 2 "MF" 0.909144857711962 "M" "F"
"268" 268 2 "MF" 1.13860400145654 "M" "F"
"269" 269 2 "MF" 1.11572207317931 "M" "F"
"270" 270 2 "MF" 2.10654160948007 "M" "F"
"271" 271 2 "MF" 1.0660774315699 "M" "F"
"272" 272 2 "MF" 2.02113000067548 "M" "F"
"273" 273 2 "MF" 2.02761179213736 "M" "F"
"274" 1 1 "FM" 2.84128533402872 "F" "M"
"275" 2 1 "FM" 0.853495495340368 "F" "M"
"276" 3 1 "FM" 1.03442648492219 "F" "M"
"277" 4 1 "FM" 1.0839634703862 "F" "M"
"278" 5 1 "FM" 2.14775984960266 "F" "M"
"279" 6 1 "FM" 1.56160772611275 "F" "M"
"280" 7 1 "FM" 2.57637973631739 "F" "M"
"281" 8 1 "FM" 1.46731829922967 "F" "M"
"282" 9 1 "FM" 2.06109680273003 "F" "M"
"283" 10 1 "FM" 2.88309366744749 "F" "M"
"284" 11 1 "FM" 1.28153360152089 "F" "M"
"285" 12 1 "FM" 2.42843622536587 "F" "M"
"286" 13 1 "FM" 1.46378056519428 "F" "M"
"287" 14 1 "FM" 0.913912495508091 "F" "M"
"288" 15 1 "FM" 1.11612511201246 "F" "M"
"289" 16 1 "FM" 0.799489229980644 "F" "M"
"290" 17 1 "FM" 1.01188431125104 "F" "M"
"291" 18 1 "FM" 2.15058033165583 "F" "M"
"292" 19 1 "FM" 1.42795618449827 "F" "M"
"293" 20 1 "FM" 1.81986637263169 "F" "M"
"294" 21 1 "FM" 1.43879929439302 "F" "M"
"295" 22 1 "FM" 1.85599360649233 "F" "M"
"296" 23 1 "FM" 1.37643075818186 "F" "M"
"297" 24 1 "FM" 1.38870788264655 "F" "M"
"298" 25 1 "FM" 0.780129749559354 "F" "M"
"299" 26 1 "FM" 2.01458379392139 "F" "M"
"300" 27 1 "FM" 0.565911633766083 "F" "M"
"301" 28 1 "FM" 2.42161541562331 "F" "M"
"302" 29 1 "FM" 0.664170842013673 "F" "M"
"303" 30 1 "FM" 1.74254408977683 "F" "M"
"304" 31 1 "FM" 2.04625141770275 "F" "M"
"305" 32 1 "FM" 1.43894417575136 "F" "M"
"306" 33 1 "FM" 2.24647023177359 "F" "M"
"307" 34 1 "FM" 1.6860216348166 "F" "M"
"308" 35 1 "FM" 0.937038256273215 "F" "M"
"309" 36 1 "FM" 2.54840101265561 "F" "M"
"310" 37 1 "FM" 1.34283369789875 "F" "M"
"311" 38 1 "FM" 0.927361782814238 "F" "M"
"312" 39 1 "FM" 2.15314689651989 "F" "M"
"313" 40 1 "FM" 2.49662224192812 "F" "M"
"314" 41 1 "FM" 1.15403137214594 "F" "M"
"315" 42 1 "FM" 1.52684425434277 "F" "M"
"316" 43 1 "FM" 1.03717701284745 "F" "M"
"317" 44 1 "FM" -0.45363268486094 "F" "M"
"318" 45 1 "FM" -0.89049580005944 "F" "M"
"319" 46 1 "FM" 1.88265829539047 "F" "M"
"320" 47 1 "FM" 1.6107242827707 "F" "M"
"321" 48 1 "FM" 1.51522535440103 "F" "M"
"322" 49 1 "FM" 1.46526615813 "F" "M"
"323" 50 1 "FM" 0.908028432732241 "F" "M"
"324" 51 1 "FM" 0.406684844164988 "F" "M"
"325" 52 1 "FM" 1.30509482842762 "F" "M"
"326" 53 1 "FM" 0.575122827610824 "F" "M"
"327" 54 1 "FM" 1.3217225395461 "F" "M"
"328" 55 1 "FM" 2.1138749544165 "F" "M"
"329" 56 1 "FM" 0.635110003537233 "F" "M"
"330" 57 1 "FM" 2.31674294417504 "F" "M"
"331" 58 1 "FM" 0.853016139525894 "F" "M"
"332" 59 1 "FM" 2.33801632922129 "F" "M"
"333" 60 1 "FM" 1.48664949578938 "F" "M"
"334" 61 1 "FM" 1.76108068857635 "F" "M"
"335" 62 1 "FM" 2.24136329928858 "F" "M"
"336" 63 1 "FM" 2.35715316390487 "F" "M"
"337" 64 1 "FM" 2.68335503394878 "F" "M"
"338" 65 1 "FM" 0.741586872281481 "F" "M"
"339" 66 1 "FM" 1.29426104609589 "F" "M"
"340" 67 1 "FM" 2.07568081822968 "F" "M"
"341" 68 1 "FM" 0.74984552061787 "F" "M"
"342" 69 1 "FM" 2.00770169046039 "F" "M"
"343" 70 1 "FM" 0.615374933145034 "F" "M"
"344" 71 1 "FM" 1.33957983611995 "F" "M"
"345" 72 1 "FM" 1.1218765658241 "F" "M"
"346" 73 1 "FM" 0.928859435076626 "F" "M"
"347" 74 1 "FM" 1.39857267868209 "F" "M"
"348" 75 1 "FM" 1.90571879406858 "F" "M"
"349" 76 1 "FM" 2.47974971234482 "F" "M"
"350" 77 1 "FM" 0.929087799045331 "F" "M"
"351" 78 1 "FM" 1.61692499721873 "F" "M"
"352" 79 1 "FM" 1.41878844773543 "F" "M"
"353" 80 1 "FM" 1.02019918884151 "F" "M"
"354" 81 1 "FM" 1.03426707733508 "F" "M"
"355" 82 1 "FM" 1.50310312852204 "F" "M"
"356" 83 1 "FM" 2.10731199530518 "F" "M"
"357" 84 1 "FM" 2.10467409281653 "F" "M"
"358" 85 1 "FM" 2.73932047916839 "F" "M"
"359" 86 1 "FM" 2.3975203696668 "F" "M"
"360" 87 1 "FM" 1.1363377690245 "F" "M"
"361" 88 1 "FM" 0.721356167539251 "F" "M"
"362" 89 1 "FM" 2.26429421660082 "F" "M"
"363" 90 1 "FM" 1.47851392778762 "F" "M"
"364" 91 1 "FM" 2.58697126130941 "F" "M"
"365" 92 1 "FM" 1.04833936512208 "F" "M"
"366" 93 1 "FM" 1.49319759695419 "F" "M"
"367" 94 1 "FM" 1.61514428591599 "F" "M"
"368" 95 1 "FM" 1.86905753901418 "F" "M"
"369" 96 1 "FM" 1.58364297679818 "F" "M"
"370" 97 1 "FM" 1.0362504549339 "F" "M"
"371" 98 1 "FM" 1.05927751231877 "F" "M"
"372" 99 1 "FM" 1.49542520773905 "F" "M"
"373" 100 1 "FM" 1.83971170855743 "F" "M"
"374" 101 1 "FM" 2.58433361608464 "F" "M"
"375" 102 1 "FM" 1.4767773091745 "F" "M"
"376" 103 1 "FM" 1.59771474564412 "F" "M"
"377" 104 1 "FM" 0.992365839407244 "F" "M"
"378" 105 1 "FM" 2.5414563644815 "F" "M"
"379" 106 1 "FM" 2.03667472525706 "F" "M"
"380" 107 1 "FM" 2.60338995187178 "F" "M"
"381" 108 1 "FM" 1.59113900101861 "F" "M"
"382" 109 1 "FM" 1.94210294260931 "F" "M"
"383" 110 1 "FM" 1.91451639674017 "F" "M"
"384" 111 1 "FM" 1.31324209415771 "F" "M"
"385" 112 1 "FM" 1.98271341710501 "F" "M"
"386" 113 1 "FM" 2.0840580304418 "F" "M"
"387" 114 1 "FM" 1.16495817392048 "F" "M"
"388" 115 1 "FM" 1.86268600878994 "F" "M"
"389" 116 1 "FM" 1.37596494307657 "F" "M"
"390" 117 1 "FM" 0.820804591809806 "F" "M"
"391" 118 1 "FM" 1.01415785095442 "F" "M"
"392" 119 1 "FM" 1.15642046341907 "F" "M"
"393" 120 1 "FM" 2.37670825276235 "F" "M"
"394" 121 2 "FM" 1.94830663721228 "F" "M"
"395" 122 2 "FM" 0.682598241243871 "F" "M"
"396" 123 2 "FM" 1.50467578559756 "F" "M"
"397" 124 2 "FM" 0.868067888288793 "F" "M"
"398" 125 2 "FM" 1.18996831792954 "F" "M"
"399" 126 2 "FM" 1.58454851015226 "F" "M"
"400" 127 2 "FM" 1.27362967235007 "F" "M"
"401" 128 2 "FM" 3.350533348711 "F" "M"
"402" 129 2 "FM" 1.71751463403532 "F" "M"
"403" 130 2 "FM" 0.94281555476483 "F" "M"
"404" 131 2 "FM" 1.726751432583 "F" "M"
"405" 132 2 "FM" 0.962510564692113 "F" "M"
"406" 133 2 "FM" 1.8601054969083 "F" "M"
"407" 134 2 "FM" 1.61551942220566 "F" "M"
"408" 135 2 "FM" 1.83691365771496 "F" "M"
"409" 136 2 "FM" 2.14553954788502 "F" "M"
"410" 137 2 "FM" 1.28574160753552 "F" "M"
"411" 138 2 "FM" 1.45959006118514 "F" "M"
"412" 139 2 "FM" 2.2808988243712 "F" "M"
"413" 140 2 "FM" 2.19834725404536 "F" "M"
"414" 141 2 "FM" 0.981849928529877 "F" "M"
"415" 142 2 "FM" 1.75885083619466 "F" "M"
"416" 143 2 "FM" 2.63536416863916 "F" "M"
"417" 144 2 "FM" 1.00632500298429 "F" "M"
"418" 145 2 "FM" 0.913663233573365 "F" "M"
"419" 146 2 "FM" 2.12445098647897 "F" "M"
"420" 147 2 "FM" 1.02938451238699 "F" "M"
"421" 148 2 "FM" 1.27164623981393 "F" "M"
"422" 149 2 "FM" 0.707110947499277 "F" "M"
"423" 150 2 "FM" 2.29645252892689 "F" "M"
"424" 151 2 "FM" 0.713839725423809 "F" "M"
"425" 152 2 "FM" 1.93254391898099 "F" "M"
"426" 153 2 "FM" 0.981767687854534 "F" "M"
"427" 154 2 "FM" 0.947968296781977 "F" "M"
"428" 155 2 "FM" 2.22016899856269 "F" "M"
"429" 156 2 "FM" 1.21173489443828 "F" "M"
"430" 157 2 "FM" 2.43858208912537 "F" "M"
"431" 158 2 "FM" 1.26614416684365 "F" "M"
"432" 159 2 "FM" 1.30985385904382 "F" "M"
"433" 160 2 "FM" 0.744100407199783 "F" "M"
"434" 161 2 "FM" 1.64796861866188 "F" "M"
"435" 162 2 "FM" 2.25514864872916 "F" "M"
"436" 163 2 "FM" 1.60937358986548 "F" "M"
"437" 164 2 "FM" 2.0049185084354 "F" "M"
"438" 165 2 "FM" 2.12699019352442 "F" "M"
"439" 166 2 "FM" 1.61026438084759 "F" "M"
"440" 167 2 "FM" 1.69072143201561 "F" "M"
"441" 168 2 "FM" 0.823224600345213 "F" "M"
"442" 169 2 "FM" 2.51355732175015 "F" "M"
"443" 170 2 "FM" 0.832300865547569 "F" "M"
"444" 171 2 "FM" 0.606783086228513 "F" "M"
"445" 172 2 "FM" 1.42347288000085 "F" "M"
"446" 173 2 "FM" 2.95182893638987 "F" "M"
"447" 174 2 "FM" 1.26253107496214 "F" "M"
"448" 175 2 "FM" 1.13567916482069 "F" "M"
"449" 176 2 "FM" 1.5756606146016 "F" "M"
"450" 177 2 "FM" 1.68708743672331 "F" "M"
"451" 178 2 "FM" 1.01821795071922 "F" "M"
"452" 179 2 "FM" 1.68236942114545 "F" "M"
"453" 180 2 "FM" 1.67977542902022 "F" "M"
"454" 181 2 "FM" 2.08453670660086 "F" "M"
"455" 182 2 "FM" 2.4564730554228 "F" "M"
"456" 183 2 "FM" 2.71327675498807 "F" "M"
"457" 184 2 "FM" 1.1707436853834 "F" "M"
"458" 185 2 "FM" 1.71478816891818 "F" "M"
"459" 186 2 "FM" 1.65013489875797 "F" "M"
"460" 187 2 "FM" 1.1367936252885 "F" "M"
"461" 188 2 "FM" 1.89607613694407 "F" "M"
"462" 189 2 "FM" 2.49831434452308 "F" "M"
"463" 190 2 "FM" 1.73041982604664 "F" "M"
"464" 191 2 "FM" 1.58479541231259 "F" "M"
"465" 192 2 "FM" 1.58893806985894 "F" "M"
"466" 193 2 "FM" 1.03997528717973 "F" "M"
"467" 194 2 "FM" 1.3925854482154 "F" "M"
"468" 195 2 "FM" 1.89200255051512 "F" "M"
"469" 196 2 "FM" 2.73659311532329 "F" "M"
"470" 197 2 "FM" 1.64608253096618 "F" "M"
"471" 198 2 "FM" 1.38755944772359 "F" "M"
"472" 199 2 "FM" 1.01334674854293 "F" "M"
"473" 200 2 "FM" 1.13017671468512 "F" "M"
"474" 201 2 "FM" 2.45949362188564 "F" "M"
"475" 202 2 "FM" 1.836988770271 "F" "M"
"476" 203 2 "FM" 1.57543610189356 "F" "M"
"477" 204 2 "FM" 1.89187573468655 "F" "M"
"478" 205 2 "FM" 1.22847468243921 "F" "M"
"479" 206 2 "FM" 1.57724445586961 "F" "M"
"480" 207 2 "FM" 2.19121194582875 "F" "M"
"481" 208 2 "FM" 1.79343712303783 "F" "M"
"482" 209 2 "FM" 2.81719829308857 "F" "M"
"483" 210 2 "FM" 2.04140585115318 "F" "M"
"484" 211 2 "FM" 1.32573146725686 "F" "M"
"485" 212 2 "FM" 1.47320536975103 "F" "M"
"486" 213 2 "FM" 1.53698914548491 "F" "M"
"487" 214 2 "FM" 1.66272618330717 "F" "M"
"488" 215 2 "FM" 0.946614115075034 "F" "M"
"489" 216 2 "FM" 0.788161349751182 "F" "M"
"490" 217 2 "FM" 1.04559179844032 "F" "M"
"491" 218 2 "FM" 2.06746355909153 "F" "M"
"492" 219 2 "FM" 1.63124377099046 "F" "M"
"493" 220 2 "FM" 2.46021503452932 "F" "M"
"494" 221 2 "FM" 2.10549152423228 "F" "M"
"495" 222 2 "FM" 0.606276626996443 "F" "M"
"496" 223 2 "FM" 1.89230826887781 "F" "M"
"497" 224 2 "FM" 2.41682424331813 "F" "M"
"498" 225 2 "FM" 1.52594448988906 "F" "M"
